hmid,match_id,entertainment,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
33223,39,video,1202,24h,I played video games with my kids and we all had a blast.,I played video games with my kids and we all had a blast.,TRUE,1,NA,affection,5507,played video game kids blast
33297,1,movie,701,24h,I watched one of my favorite movies before going to bed and had funny dreams because of it.,I watched one of my favorite movies before going to bed and had funny dreams because of it.,TRUE,1,NA,leisure,5579,watched favorite movie bed funny dream
33379,62,music,1145,24h,I went rollerblading while listening to a new playlist I created on Spotify and had such a fun time weaving around the road while listening to dance music.,I went rollerblading while listening to a new playlist I created on Spotify and had such a fun time weaving around the road while listening to dance music.,TRUE,1,NA,leisure,5661,rollerblading listening playlist created spotify fun time weave road listening dance music
33390,31,episode,1388,24h,"I watched an episode of one of my favorite television shows, ""Survivor"", I really got to relax and enjoy the episode after a long day at work.","I watched an episode of one of my favorite television shows, ""Survivor"", I really got to relax and enjoy the episode after a long day at work.",TRUE,1,NA,leisure,5672,watched episode favorite television survivor relax enjoyed episode day
33390,4,television,1388,24h,"I watched an episode of one of my favorite television shows, ""Survivor"", I really got to relax and enjoy the episode after a long day at work.","I watched an episode of one of my favorite television shows, ""Survivor"", I really got to relax and enjoy the episode after a long day at work.",TRUE,1,NA,leisure,5672,watched episode favorite television survivor relax enjoyed episode day
33390,31,episode,1388,24h,"I watched an episode of one of my favorite television shows, ""Survivor"", I really got to relax and enjoy the episode after a long day at work.","I watched an episode of one of my favorite television shows, ""Survivor"", I really got to relax and enjoy the episode after a long day at work.",TRUE,1,NA,leisure,5672,watched episode favorite television survivor relax enjoyed episode day
33532,1,movie,310,24h,In the last 24 hours I was happy because I went to a movie theater and enjoyed a movie.,In the last 24 hours I was happy because I went to a movie theater and enjoyed a movie.,TRUE,1,leisure,leisure,5814,hours movie theater enjoyed movie
33532,67,theater,310,24h,In the last 24 hours I was happy because I went to a movie theater and enjoyed a movie.,In the last 24 hours I was happy because I went to a movie theater and enjoyed a movie.,TRUE,1,leisure,leisure,5814,hours movie theater enjoyed movie
33532,1,movie,310,24h,In the last 24 hours I was happy because I went to a movie theater and enjoyed a movie.,In the last 24 hours I was happy because I went to a movie theater and enjoyed a movie.,TRUE,1,leisure,leisure,5814,hours movie theater enjoyed movie
33540,47,read,5377,24h,"I read a book called ""Highly Illogical Behavior"" that I really enjoyed.","I read a book called ""Highly Illogical Behavior"" that I really enjoyed.",TRUE,1,NA,leisure,5822,read book called highly illogical behavior enjoyed
33540,6,book,5377,24h,"I read a book called ""Highly Illogical Behavior"" that I really enjoyed.","I read a book called ""Highly Illogical Behavior"" that I really enjoyed.",TRUE,1,NA,leisure,5822,read book called highly illogical behavior enjoyed
33976,1,movie,164,24h,I WENT TO MOVIE,I WENT TO MOVIE,TRUE,1,leisure,leisure,6257,movie
34052,1,movie,7173,24h,I went to the movie theater by myself and had a great time.,I went to the movie theater by myself and had a great time.,TRUE,1,NA,leisure,6333,movie theater time
34052,67,theater,7173,24h,I went to the movie theater by myself and had a great time.,I went to the movie theater by myself and had a great time.,TRUE,1,NA,leisure,6333,movie theater time
34147,42,album,1094,24h,Looking at the old photo album and seeing all the good memories with my friends and family.,Looking at the old photo album and seeing all the good memories with my friends and family.,TRUE,1,NA,bonding,6428,photos album memories friend family
34216,3,film,502,24h,yesterday i watched my favorite film with my girlfriend. he was sitting very closely to me.,yesterday i watched my favorite film with my girlfriend. he was sitting very closely to me.,TRUE,2,NA,affection,6497,watched favorite film girlfriend sitting close
34604,61,song,2693,24h,I sang songs to my wife and was satisfied with her satisfaction.,I sang songs to my wife and was satisfied with her satisfaction.,TRUE,1,affection,affection,6884,sang song wife satisfying satisfaction
34823,39,video,1017,24h,I played a video game I had really been wanting to have time for.,I played a video game I had really been wanting to have time for.,TRUE,1,NA,leisure,7101,played video game time
34830,1,movie,3130,24h,It made me happy to cuddle and watch a romantic movie with my wife tonight. We ate some candy and cuddled on the bed as we watched 50 Shades Darker together.,It made me happy to cuddle and watch a romantic movie with my wife tonight. We ate some candy and cuddled on the bed as we watched 50 Shades Darker together.,TRUE,2,NA,affection,7108,cuddled watched romantic movie wife tonight ate candy cuddled bed watched shade darker
34932,4,television,12753,24h,Today when I got home I cuddle with my dog for about an hour while watching my television show. My dog Ranger gives me unconditional love and it brings me joy and happiness everyday.,Today when I got home I cuddle with my dog for about an hour while watching my television show. My dog Ranger gives me unconditional love and it brings me joy and happiness everyday.,TRUE,2,NA,affection,7208,home cuddled dog hours watched television dog rangers unconditional love bring joy happiness everyday
34981,1,movie,192,24h,I WENT TO MOVIE,I WENT TO MOVIE,TRUE,1,leisure,leisure,7256,movie
35018,1,movie,1323,24h,yesterday as it was a special festival day there were so many special programs and movies in TV.Out of those there was a comedy show which was very nice and i can't stop laughing till the end of that show. I was very happy while watching that show.,yesterday as it was a special festival day there were so many special programs and movies in TV.Out of those there was a comedy show which was very nice and i can't stop laughing till the end of that show. I was very happy while watching that show.,TRUE,2,NA,enjoy_the_moment,7293,special festival day special program movie tvout comedy nice stopped laugh till watched
35018,112,comedy,1323,24h,yesterday as it was a special festival day there were so many special programs and movies in TV.Out of those there was a comedy show which was very nice and i can't stop laughing till the end of that show. I was very happy while watching that show.,yesterday as it was a special festival day there were so many special programs and movies in TV.Out of those there was a comedy show which was very nice and i can't stop laughing till the end of that show. I was very happy while watching that show.,TRUE,2,NA,enjoy_the_moment,7293,special festival day special program movie tvout comedy nice stopped laugh till watched
35056,61,song,586,24h,"The proposal was insanely ambitiousareal people, alone or in groups, dance to the song, essentially creating an entire dayas worth of music videosaand therefore riddled with creative challenges, which is like manna to Pharrell: aThe best work comes from people who are motivated by crisisawhen something stops the original idea, they respond by coming up with something even better. Existence is all mathematics,a he says. aThereas an equation for success in every obstacle.a","The proposal was insanely ambitiousareal people, alone or in groups, dance to the song, essentially creating an entire dayas worth of music videosaand therefore riddled with creative challenges, which is like manna to Pharrell: aThe best work comes from people who are motivated by crisisawhen something stops the original idea, they respond by coming up with something even better. Existence is all mathematics,a he says. There's an equation for success in every obstacle.a",FALSE,3,enjoy_the_moment,enjoy_the_moment,7331,proposed insane ambitiousareal people dance song essential created entire daya worth music videosaand riddled creative challenge manna pharrell athe people motivated crisisawhen stopped originally idea responded coming existence mathematicsa equation successfully obstaclea
